// Stroke file 
// Main menu 1
// version
1

-1.74846e-008, 0.32
-1.74846e-008, 0.32
0.149247, 0.28825
0.268701, 0.21496
0.341835, 0.113274
0.36, -1.71661e-008
0.323358, -0.107151
0.240416, -0.192333
0.126286, -0.243904
-5.21346e-008, -0.256
-0.118632, -0.229122
-0.212132, -0.169706
-0.267925, -0.0887826
-0.28, 1.95827e-008
-0.249448, 0.0826597
-0.183848, 0.147078
-0.095671, 0.184776
2.86197e-009, 0.192
0.0880173, 0.169994
0.155564, 0.124451
0.194015, 0.0642908
0.2, -1.04269e-007
0.175537, -0.058168
0.127279, -0.101824
0.065056, -0.125648
-2.06631e-007, -0.128
-0.0574028, -0.110866
-0.0989952, -0.0791959
-0.120105, -0.0397989
-0.12, 1.85395e-007
-0.101627, 0.0336763
-0.0707106, 0.0565687
-0.0344413, 0.0665195
2.05677e-007, 0.0640001
0.0267881, 0.0517373
0.0424266, 0.0339411
0.0461941, 0.0153073
0.0400001, -1.02743e-007
0.0277164, -0.00918451
0.0141422, -0.0113138
0.00382684, -0.00739112
-4.01636e-013, -8.34465e-008






end



 0.0,  0.5
 0.0,  0.5
 .35, .35
 0.5,  0.0
 .35, -.35
 0.0, -0.5
 -.35, -.35
-0.5,  0.0
-.35, .35
 0.0,  0.4
 .28, .28
 0.4,  0.0
 .28, -.28
 0.0, -0.4
 -.28, -.28
-0.4,  0.0
-.28, .28
 0.0,  0.3
 .21, .21
 0.3,  0.0
 .21, -.21
 0.0, -0.3
 -.21, -.21
-0.3,  0.0
-.21, -.21
end

-0.054167, -0.650000
-0.054167, -0.643750
-0.054167, -0.637500
-0.054167, -0.634375
-0.054167, -0.631250
-0.054167, -0.625000
-0.054167, -0.621875
-0.054167, -0.615625
-0.054167, -0.612500
-0.054167, -0.606250
-0.054167, -0.596875
-0.054167, -0.590625
-0.054167, -0.584375
-0.054167, -0.581250
-0.054167, -0.578125
-0.054167, -0.568750
-0.058333, -0.559375
-0.062500, -0.543750
-0.066667, -0.534375
-0.066667, -0.528125
-0.070833, -0.521875
-0.070833, -0.509375
-0.070833, -0.496875
-0.075000, -0.490625
