// * Amjula music theory *
// (c) Copyright 2017 Jason Colman

// Stroke file 
// Spiral 2 - outwards
// version
1

-0, 0
0.00478354, 0.0092388
0.0174567, 0.0139654
0.0337866, 0.0111959
0.0481561, -2.29626e-009
0.0549266, -0.0182011
0.0498269, -0.0398615
0.0310755, -0.0600183
-1.49356e-008, -0.0733393
-0.0389887, -0.0753015
-0.0790794, -0.0632635
-0.112288, -0.0372088
-0.131001, 9.16196e-009
-0.129552, 0.0429297
-0.105515, 0.0844117
-0.06046, 0.116771
1.98597e-009, 0.133232
0.0669223, 0.129252
0.129404, 0.103523
0.176396, 0.0584523
0.198656, -1.03569e-007
0.190494, -0.0631244
0.150992, -0.120794
0.0844567, -0.163118
-2.94034e-007, -0.182143
-0.0897347, -0.17331
-0.170501, -0.136401
-0.22875, -0.0758007
-0.253907, 3.92276e-007
-0.240263, 0.0796167
-0.188131, 0.150505
-0.104053, 0.200967
7.1372e-007, 0.222087
0.108365, 0.209291
0.204064, 0.16325
0.271505, 0.0899681
0.299028, -7.68074e-007
0.280907, -0.0930853
0.21846, -0.17477
0.120057, -0.231877
-1.22593e-006, -0.254707
-0.123579, -0.238674
-0.231473, -0.185177
-0.306421, -0.101538
-0.335876, 1.20653e-006
-0.314099, 0.104084
-0.243229, 0.194585
-0.133127, 0.257119
4.62565e-007, 0.281346
0.136002, 0.262671
0.253855, 0.203084
0.334935, 0.110988
0.365968, 5.44457e-007
0.341206, -0.113065
0.263459, -0.210765
0.143803, -0.277733
1.90749e-006, -0.303101
-0.146147, -0.282268
-0.272133, -0.217709
-0.35822, -0.118706
-0.390542, -2.56493e-006
-0.363343, 0.120398
-0.279979, 0.223979
-0.152522, 0.294567
-0.152522, 0.294567
end
